id,content,translate,
1549172924736995328,Paket Promo XL HOME Terbaru #xlhome #promoxlhome #hargaxlhome #xlhomejakarta #xlhometangerang #xlhomedepok #xlhomebekasi #xlhomemakassar #xlhomebandung #xlhomebalikpapan #xlhomebanjarmasin #xlhomebanjarbaru #xlhomeyogyakarta #xlhomecirebon #xlhomepalangkaraya #xlhomebali https://t.co/bT6yH4DIcs,Loading...,Loading...
1549082775277359106,@xlhomeid Penyakitnya xlhome https://t.co/4ywopQJTqs,Loading...,Loading...
1548968109507166208,"@Vna5454 @xlhomeid Hi kak, ceritain pengalaman kamu memakasi xlhome dong kak",Loading...,Loading...
1548917827335102465,"@AdityaManek @hdytarf_ Mboten Gus, kulo xlhome",Loading...,Loading...
1548806071971885056,Main Game di TV mu dengan Android Box XL HOME #xlhome #xlhometangerang #xlhomebekasi #xlhomedepok #xlhomebogor #xlhomejakarta #xlhomemakassar #xlhomesemarang #xlhomebanjarbaru #xlhomebalikpapan #xlhomebanjarmasin #xlhomebandung #xlhomecirebon #xlhomesemarang #xlhomebali https://t.co/D57tsZs2sR,Loading...,Loading...
1548653019881156608,Wifi XL Home Internet Kencang #xlhome #firstmedia #myrepublic #IndiHome #xlhometangerang #xlhomejakarta #xlhomedepok #xlhomebekasi #xlhomebogor #xlhomebalikpapan #xlhomebanjarbaru #xlhomesemarang #xlhomebandung #xlhomeyogyakarta #hargaxlhome #promoxlhome #wifixlhome https://t.co/CzemtgBggb,Loading...,Loading...
1548556605750255616,"@myXLCare min, xlhome ada di jalan plester, kayu putih, pulogadung, jakarta timur ga? Klo ada paketannya berapa? Thanks",Loading...,Loading...
1548545141316628480,Xlhome knp sik anj emosi lama2,Loading...,Loading...
1548514480149377024,pls banget xlhome aku ada zoom jam 11 tolong kompromi yh bangsat,Loading...,Loading...
1548292172516331523,XLHome elah dari kemaren lho ini interrupted connection. Dari kemaren lhoh jelek banget koneksinya.,Loading...,Loading...
1548270467660021760,"@XLAxiata_Tbk  Kenapa ya pelayanan di xlhome lamban sekali, 1 minggu lebih gak ada perubahan, Payah ini","@Xlaxiata_tbk Why is the service in Xlhome very slow, 1 week no change, this is bad",id
1547962833979056130,Xlhome mateeee 🫣,Loading...,Loading...
1547908083631788034,Gimana mau marathon min..Wong dari jam 12 siang mati Xlhome di Rumahku...ayolah min direspon.. https://t.co/OWI9DGHWTJ,Loading...,Loading...
1547607292543086593,Mo marah bgt xlhome error 🤼👬🤬🤬🤬🤬🤬🤬🤬🤬,Loading...,Loading...
1547506106737594368,Xlhome pls for the love of god fix ur internet,Loading...,Loading...
1547495687549775872,@myXLCare pls jawab dong min XLHome trobel lagi :/,Loading...,Loading...
1547431533606121472,"@ikanatassa Gampang daftarnya, pelayanan jg okelah. Aku udah pake 2 tahunan, belum pernah sampe ngamuk bgt bgt misal ada masalah😂 tapi si XLHOME ini belum ada 5G jaringannya, walaupun udah cepet jg sih",Loading...,Loading...
1547182803401334784,"@arloabdillah Hi Kak Niaga, Customer Service XLHOME bisa kakak hubungi lewat @xlhomeid atau menelpon ke 820 (dari XL). Thanks :) - #M535",Loading...,Loading...
1546945941114351617,ML! Gaes buat main mole tuh wifi yang stabil indihome atau xlhome ya? Bingung mau pasang wifi disini 2 itu doang yg tercover,Loading...,Loading...
1546654127630868481,@ruleee Hahahahahaahha udh saatnya pakai xlhome,Loading...,Loading...
1546538757159292928,indomaret gajelas babi udh bayar xlhome malah ttp kena suspen,Loading...,Loading...
1546475820796952578,@xlhomeid Xlhome,Loading...,Loading...
1545967123377180672,"#xlhome
#internetfiber
#sewamodem
#jasainternet
#yogyakarta https://t.co/Z57YCQXQwc",Loading...,Loading...
1545737346250706947,"Berita tanggal 16 Agustus 2020, tadi muncul di notif karena ada yg tanya XLHome. https://t.co/kyzPHXZ23V","News on August 16, 2020, earlier appeared in Notif because someone asked Xlhome. https://t.co/kyzphxz3v",id
1545650658144972800,"@convomf wifi apa dulu?

tethering? atau isp (indihome/xlhome/dsb)?

kalo tethering lgsg liat dr settingan tetheringnya aja.

kalo isp harus pake laptop atau kalo udh apal default gatewaynya bisa lgsg pake hp, biasanya 192.168.8.1 (xlhome) tp tiap langganan beda2 biasanya. cara liatnya ⬇️",Loading...,Loading...
1545497131691446272,@JohanRio @fuampsycho @caesaratiensya @tempeultra @hrdbacot Saya pake xlhome. Awalnya 225rb.skrg 265. Jaringan ok sih hampir ga pernah gangguan,Loading...,Loading...
1545471645766131712,@LinusTech Man I tired my ISP xlhome in Indonesia they modem Huawei have error only way and plug and my modem suck,Loading...,Loading...
1545440716909752321,"XLHome Down dari kemarin malam sampai sekarang, 9 Juli 2022, 12:11 AM.
@xlhomeid @xlhomefiberindo @myXL @myXLCare layanan yg jawab cuman BOT? Pantes ratingnya down",Loading...,Loading...
1545148215430750208,"XLhome menghadeh tiap tengah malam. Paling malas lapor ke CS cok, ujung2nya disuruh restart router. Janji ga restart ☝️☝️",Loading...,Loading...
1545103827895865344,@xlhomeid Xlhome,Loading...,Loading...
1545103063475982337,@xlhomeid Siap bot #xlhome,Loading...,Loading...
1545101356033536000,"@hi_seuldy Pas seperti ini cs #xlhome diem seribu bahasa, coba ngetweet cara langganan #xlhome pasti dibalas bahkan dikejar2",Loading...,Loading...
1545100900989304832,"@re_ka__le Ya itulah , pas begini #xlhome diam seribu bahasa, coba ngetweet gimana cara langganan #xlhome pasti deh cepat dibalas tweetnya",Loading...,Loading...
1545100423375499265,"@xlhomeid @joy_alxndr Klo nawarin cepat sekali dibalas, pas pengaduan hahaha gak dibales2 gmn sih ini #xlhome","@xlhomeid @joy_alxndr if you offer it very quickly, when the complaint hahaha is not in the gmn, this is #xlhome",id
1545096509112614912,@xlhomeid Sulawesi selatan makassar xlhomE DOWN,Loading...,Loading...
1545095667013799936,@k8jiro Gak dapat ip xlhome down,Loading...,Loading...
1545088653470597120,xlhome😡,Loading...,Loading...
1545060455755816965,"@xlhomeid malam min, mau tny donk... u/ wil pondok cabe udik - tangsel apakah sdh tercover xlhome?

Terimakasih","@xlhomeid night min, want to tny ... u/ wil hut chili udik - Tangsel is it covered by xlhome?

Thank you",id
1544913405680979968,"Survey 27 Juni 2022 cek lokasi &amp; sinyal. Ternyata tidak ada sinyal, tapi bisa dibuatkan dengan biaya tambahan (katanya) sebesar 200k (diberikan ke teknisi yang datang) tanpa panjang x lebar saya menyanggupi, karena emang butuh untuk kegiatan kerjaan. #XLHOME",Loading...,Loading...
1544882632609001472,@myXLCare admin saya sdh dapat tagihan xlhome via email… tapi pas mau bayar muncul tagihan belum tersedia.. mohon info nya admin,Loading...,Loading...
1544748918428278784,kebiasaan bgt xlhome selalu error tiap malem,Loading...,Loading...
1544727677751332869,"XL lagi bermasalah ya? XLhome gak bisa, ga ti ke XL pake data jg sinyalnya sering ilang 🤔",Loading...,Loading...
1544595498178588672,Mending indihome apa xlhome ya??,Loading...,Loading...
1544543412804014080,"Internet ga dipake, alatnya udah diambil sama salesnya. Tagihan masih muncul terus. Jangan sekali2 make xlhome dah. Ngejebak. Dari awal ga ada perjanjian tertulis kalo berhenti denda 1jt. Org toh kita ga mau pasang. Tp dibujuk2 sama salesnya jdi pasang. https://t.co/9Pa0KWlpK1",Loading...,Loading...
1544187010122149888,Halo @myXL saya mau bayar tagihan XLhome gak bisa memang sedang gangguan atau gimana min?,Loading...,Loading...
1544164091811741699,Xlhome bapuk bgt…,Loading...,Loading...
1543996794006171649,"@banjarbase Tim mendang mending, xlhome aj",Loading...,Loading...
1543844456150970368,"@ardaengbani Hi Bapak Daeng, informasi terkait dengan layanan XLHOME Fiber silakan sampaikan via DM dan jangan lupa Follow akun kami di @XLHomeID ya. Thanks - ^Adi",Loading...,Loading...
1543749745088565248,"@xlhomeid min gimana sih, xlhome gua muncul lampu los merah berkedipm internet ga bisa digunain.",Loading...,Loading...
1543611995442024449,xlhome belakangan ini burik bgt tiap jam2 segini kenapa sih,Loading...,Loading...
1543564208662409216,"@xlhomeid kak, emang wifi xlhome error kah? Sudah 3 hari jelek terus jaringannya di sulawesi ini",Loading...,Loading...
1543560674886172672,@lheeseunng XLhome kak,Loading...,Loading...
1543279856040873984,@xlhomeid Xlhome,Loading...,Loading...
1543204246052634626,xlhome tolong kompromi sama aku 😞 https://t.co/fwzsxFNPYy,Loading...,Loading...
1543126473262788609,"@convomf KAGA, XLHOME PLEASE BENERIN JARINGAN LU. GUE TIAP MALEM HARUS PAKE KUOTA KARENA LEMOT BANGET","@Convomf Kaga, xlhome please correct your tissue. Every night I have to use a quota because it's really slow",id
1543117617430675456,@convomf aku xlhome 30 mbps perbulan 304k,Loading...,Loading...
1543019672127168513,"Jadi, IndiHome itu pakai dulu, atau bayar dulu? 🤔
Nah ini dia jawabannya! 😍

Yang masih bingung gimana sih pembayaran IndiHome, dan bagaimana sih sistem pembayaran PASCABAYAR IndiHome? Yuk simak post berikut!

#IndiHomeTV #paskabayar #prabayar #indosat #telkom #xlhome #xl #im3 https://t.co/JuEVr2dDhe",Loading...,Loading...
1542764314649575424,@xlhomeid sudah dari kemarin Wifi internet XLhome mati. Id 38829589. Jl Pandu no 16 Sumerta Denpasar Bali. Jika ada hal yg perlu ditanyakan Hubungi kami di 081338424594. Tolong teknisi segera datang,Loading...,Loading...
1542743811331604480,@wozzdrl ganti wifi xlhome tidak lemot,Loading...,Loading...
1542720901682442241,@KanwaNet @goonjii @pln_123 Nice info....tp harganya yg smakin wooow... ada info buat xlhome gak?,Loading...,Loading...
1542419888899518464,"Duet deh xlhome sama Dana 

Bikin gue emosi 🤯",Loading...,Loading...
1542401942177329152,@xlhomeid apakah STB XLhome blm mendukung Netflix?,Loading...,Loading...
1542155248650928130,@brishoul KEMARENN LAGI ABYSS LOADING MULUU AHHHHH XLHOME FIXX UR INTERNET,Loading...,Loading...
1542071451221602305,SUMPAH INI XLHOME NGAJAK GELUD BANGET ANJIR,Loading...,Loading...
1542066130722123776,mending wico daripada tunggui ini xlhome membaik,Loading...,Loading...
1542024846607290368,xlhome meresahkan,Loading...,Loading...
1542011288431493120,ini xlhome kenapa dah,Loading...,Loading...
1542000772245663745,"Pen brenti Indihome yg smakin gk ramah kantong, di recomin XLhome sama Iconnect by PLN. 
Ada yg sudah pernah memakai salah satunya kah? https://t.co/7reegIMCuR",Loading...,Loading...
1541746402006802434,"Kalau kek gini kudu berlangganan Indihome dulu ya?
Tapi daku pakenya XLHome nih 😢 https://t.co/aQq7QiAYEY","If you have to subscribe to IndiHome first, okay?
But I use it xlhome 😢 https://t.co/aqq7qiayey",id
1541641079531130880,@aitakewer Informasi lebih lanjut terkait dengan layanan XLHOME fiber bisa beralih ke DM ya. Thanks - ^Adi,@Aitakewer more information related to XLHOME FIBER services can switch to DM. Thanks - ^Adi,id
1541374398615003137,@xlhomeid jaringan internetnya gada dirumah saya dan tetangga saya yg menggunakan xlhome juga,Loading...,Loading...
1541250485029523456,"Jd inget dulu waktu masih di Crystal... di depan rumah itu literally ada 5 provider (Indiehome, MyRep, Biznet, Firstmedia, XLHome) jadi tinggal milih 🥲🥲

kemaren sih ngecek di ruko depan katanya udah ada Biznet, tp baru buat business aja, yg buat consumer belom 🥲",Loading...,Loading...
1541108593562292229,@xlhomeid Xlhome,Loading...,Loading...
1541099916218355713,kebiasaan bgt xlhome jam segini.,Loading...,Loading...
1541095596370513920,"@myXLCare keren emang xlhome, wifi mati mulu tiap jam segini.",Loading...,Loading...
1541081213330280449,@marrriiana @DIMAZSAMID Sepupu di bjm pake xlhome katanya ngebut,Loading...,Loading...
1541042314742624256,min sinyal xlhome lemot bgt kyk ayam kelaperan @xlhomeid,Loading...,Loading...
1540743432481583105,@xlhomeid Xlhome,Loading...,Loading...
1540673177918926848,@xlhomeid Xlhome,Loading...,Loading...
1540673112747831297,@xlhomeid Xlhome,Loading...,Loading...
1540672943687999488,@xlhomeid Xlhome,Loading...,Loading...
1540661130212696110,/wal xlhome di sekitar sultan adam gangguan kh ?,Loading...,Loading...
1540552900690120704,@xlhomeid Xlhome parah dari td pagi https://t.co/u2E5jRvJeX,Loading...,Loading...
1540412745501138944,Xlhome lama banget dehh,Loading...,Loading...
1540392427797696512,Terima kasih XLhome https://t.co/eeADyjRdJ2,Loading...,Loading...
1540391779974885376,xlhome jadi jelek bgt parah sering bgt gangguan😩👎,Loading...,Loading...
1540381250912825347,Xlhome tiap malem gangguan mulu tai bgt sih,Loading...,Loading...
1540348399068663808,"@xlhomeid iya tagihan di awal, karena logikanya saya baru bisa memakai internet jika saya sudah membayar di bulan selanjutnya, dan tidak ada akumulasi dari tagihan di bulan kedepan krena saya tidak membayarkan dan TIDAK MENGGUNAKAN LAYANAN XLHOME selama periode tersebut",Loading...,Loading...
1540063560385982464,Jaringan ngedrop bisa sampe berkali-kali. Keren banget emang XLhome,Loading...,Loading...
1540054395462725633,Xlhome kok jd bangsat gini sih gw bayar 300rb bukan buat dapet internet yang mati matian terus,Loading...,Loading...
1539976630021783554,"@kukuhtw @MNCPlayID @oxygenidhome @XLHome, boss",Loading...,Loading...
1539857964085161984,"@xlhomeid XL yaalloooohh, jam kerja iniiii, internet ngapa siiikk!!!!! #xlhome",Loading...,Loading...
1539855225301139456,"@xlhomeid yg mo pasang xlhome mending pikir2 lg deh, wifinya sering bgt mati2, kapok gw mah!!!!",Loading...,Loading...
1539855146934448128,Udah makin semena-mena ini xlhome https://t.co/7jrnCw3z02,Loading...,Loading...
1539854355360165889,"@xlhomeid internet mati lagi di pondok aren nih, xlhome cuman bagus di awal2 ternyata.",Loading...,Loading...
1539834688532926465,"@syarifannisa kayanya tetep disini bun, lg pada ngomongin merger fm sama xlhome😂",Loading...,Loading...
1539834243593142272,"@seabaseau xlhome, udah lama tapi",Loading...,Loading...
1539813218922553344,@mince_11 Xlhome lah,Loading...,Loading...
1539319102497767424,"ballasi hujan. tolong xlhome kerja samanya, jangan gangguan dulu masih ada file mau kuupload🙏",Loading...,Loading...
1539198460158652418,@jugahidoop Xlhome bagus?,Loading...,Loading...
1539081549819150337,"Saya plg XLhome satu fiber, sejak join mobil data saya tidak bisa dipakai, lap. DKJB-AVE5 sudah komplain selama sebulan jawaban suruh sabar, mau sabar apalagi padahal sudah sebulan dan saya lunas tidak pernah nunggak",Loading...,Loading...
1538868800933986304,@jjuenpi pindah ke xlhome sepertiku 🙏,Loading...,Loading...
1538848606802698240,@xlhomeid Xlhome,Loading...,Loading...
1538736681959927810,"@convomfs xlhome, +-250k perbulan",Loading...,Loading...
1538568058284826624,@xlhomeid xlhome selalu gangguan tanpa ada penjelasan. Lama2 gua laporin @BPKN_RI juga nih. https://t.co/oO8ox06AXk,Loading...,Loading...
1538563059521794050,Xlhome kenap lagi dah malem malem segala gangguan,Loading...,Loading...
1538562774141239296,Xlhome lagi sering kumat gini tai bener,Loading...,Loading...
1538536076943405056,xlhome kok lalot bgt siee😮‍💨😮‍💨,Loading...,Loading...
1538532895282802690,@burgundyshine Bbrpa har ini dah pina kacau xlhome,Loading...,Loading...
1538527582076841984,"yaallah heh xlhome lwn tsel knp ni, aku lg perlu wa 😩",Loading...,Loading...
1538480773728288768,@xlhomeid Xlhome,Loading...,Loading...
1538083544974630912,"Akhirnya problem solved setelah 25 hari dg penggantian modem oleh teknisi. Dan xlhome juga beritikad baik untuk menganulir tagihan selama koneksi internet terputus. Semoga kalau ada gangguan lagi, gak harus menunggu lama dan semoga layanan xlhome tambah baik.",Loading...,Loading...
1537990840156426241,"@mks_fess Saya jugaa sampai ku chatmi xlhome sama iconnet untuk ganti, tapi belum ada masuk ke kompleksku😢😢","@mks_fess I also until I chat xlhome and iconnet to replace, but there hasn't been a complex.",id
1537650418116808705,demi Allah ini xlhome gangguannya lama banget.... KUOTAA GUE ABIS COKKK,Loading...,Loading...
1537476681983660032,@xlhomeid Gpp XlHome daerah bekasi sudah mulai maintenance lagi tiap malam jumat 😘 yang penting habis maintenance Wuss lagi ya 😁👍  awas kalau engak tak laporin perlindungan konsumen @BPKN_RI https://t.co/EbYvFKcWA9,Loading...,Loading...
1537469384163467264,Xlhome kenapa woy tumben error jam segini,Loading...,Loading...
1537410688125063169,"@__eisquosamo__ Sekarang pake XLhome, lumayan sinyal stabil, selama pake setengah tahun baru 2x gangguan dan itu jg gak lama",Loading...,Loading...
1537200449895378944,@xlhomeid Xlhome,Loading...,Loading...
1537200309415518210,@xlhomeid Xlhome,Loading...,Loading...
1536990799207944192,"@xlhomeid mau tanya dong utk wilayah komp. Deplu, Adam Malik, Ciledug, Kota Tangerang sdh masuk xlhome blm ya ?","@xlhomeid want to ask for the Komp area. Deplu, Adam Malik, Ciledug, Tangerang City, have you entered xlhome yet?",id
1536919377060106242,@PopiIrawan @alvinlie21 @Brunowicaksono @IndiHome @TelkomCare ICONNET dan XLHome,Loading...,Loading...
1536903244558897152,"@xlhomeid Halo min, kok XLHOME saya tidak bisa ditemukan di HP yah? Tapi kalau di TV tetap conect. Tolong dibantu min.",Loading...,Loading...
1536780359580684289,"@PopiIrawan @alvinlie21 @Brunowicaksono @IndiHome @TelkomCare Xlhome, biznet, orbit",Loading...,Loading...
1536747819364540417,knpa xlhome pakbal skli 😭,Loading...,Loading...
1536543961770184705,"Habiskan waktu dengan keluarga tercinta dengan menonton Vidio di rumah kamu! Ada banyak variasi konten menarik yang cocok untuk semua anggota keluarga. Yuk langganan Vidio Platinum untuk nonton sepuasnya di XL Home! 👉 https://t.co/JuMhXmyPFQ 

#SemuaAdaDiVidio @XLHome https://t.co/EM6yHC6FgE",Loading...,Loading...
1536529114131156994,@nicotine3mg xlhome yo podowae,Loading...,Loading...
1536389185783103488,xlhome ini dia lagi kenapa sih kawan?,Loading...,Loading...
1536388144202780673,Xlhome jelek bgt pls udah dari jam 9-an sinyalnya gak ada🤧,Loading...,Loading...
1536336165389094912,"@ikahndyni Hi Ibu Ika, saat ini belum ada kantor cabang yang tersedia nih. Apabila ada pertanyaan seputar XLHome bisa hubungi kami di :
820 (dari no XL) free
08170123442 (dari no non-XL) tarif normal
Email : XLHomeCS@xl.co.id
FB : XL HOME
Twitter : @XLHomeID
WA : (cont)",Loading...,Loading...
1536289160146714625,@xlhomeid ini belakangan kenapa xlhome suka gak ada signal ya?,Loading...,Loading...
1536172809604386817,"@aywonu Hi Kak, Maya sarankan agar bisa menghubungi Digital Care XLHome melalui Email: XLHomeCS@xl.co.id, FB: xlhomeid, Twitter: @xlhomeID atau telp ke 820 dari no XL. Atau 08170123442 (dari no non-XL) - #M623",Loading...,Loading...
1536039195982311424,@xlhomeid knp ni? masalah mulu ni xlhome https://t.co/6tdMOs9Uca,Loading...,Loading...
1535819056192045056,"min @xlhomeid kami ping dari desktop ke AP xlhome isinya RTO gini .. pantesan inetnya bapuk banget...
Ada ide buat perbaikan gak ?

restart berkali-kali hasilnya ya sama aja https://t.co/rqflU5nfDu",Loading...,Loading...
1535559573624410112,"Terimakasih XLhome @myXL , bye bye @IndiHome @IndiHomeCare pindah alamat aja ribet!!! Terlalu spele dengn member kecil! https://t.co/RMVRe75sEd",Loading...,Loading...
1535298366883569664,@banjarbase xlhome nder,Loading...,Loading...
1535232989881577473,"Udah ngasih additional charge tanpa pemberitahuan dan consent pelanggan, sekarang malah gangguan #xlhome dan sudah berlangsung sejak jam 14 WIB https://t.co/SSX52El7zK",Loading...,Loading...
1535178854108921858,@ari_plajoe @xlhomeid Udah dikasih penjelasan di dm sama CS XLhome. Seperti biasa...ada gangguan infrastruktur fiber di area sekitar rumah saya,Loading...,Loading...
1535171847083282433,"@alegorytme Hi Bapak Alegorytme, mohon maaf atas ketidaknyamanannya, informasi terkait dengan layanan XLHOME Fiber silakan sampaikan via DM dan jangan lupa Follow akun kami di @XLHomeID ya. Thanks

 - ^Adi",Loading...,Loading...
1535171164141604866,"@fikri_rhp @xlhomeid @ShopeeID emang parah Mas, tukang boong juga ya ternyata xlhome ini, wah moga yang lain gak kena tipu juga ya",Loading...,Loading...
1535170060234334208,"@xlhomeid woy goblok lah anjing xlhome kenapa dc ini, tai orang kerja malah keganggu kalo kek gini nyet, jingkontot anjing kontol ngentot xlhome tai, guys rekomendasi dong selain xltot ini apa inet yang bagus buat di rumah",Loading...,Loading...
1535167384557715458,"@myXL woy goblok lah anjing xlhome kenapa dc ini, tai orang kerja malah keganggu kalo kek gini nyet",Loading...,Loading...
1535167269067640834,"@myXLCare woy goblok lah anjing xlhome kenapa dc ini, tai orang kerja malah keganggu kalo kek gini nyet","@myxlcare woy stupid is a xlhome dog why this dc, tai people work even disturb",id
1534874146039296000,@xlhomeid @ShopeeID Kena prank XLHOME. Padahal gw langganan 100Mbps🤪 https://t.co/20KdTEG7JZ,Loading...,Loading...
1534867734504255489,"@CondroChandra Hi Bapak Condro, terimakasih telah menggunakan layanan XLHOME Fiber dan jangan sungkan menghubungi kami jika ada yang ditanyakan ya. Thanks - ^Adi",Loading...,Loading...
1534740899523137542,"@demidemon666 @YLKI_ID emang cuma akal akalan sih, karena namanya additional charge kan bisa kita batalkan, mana ada additional tapi wajib. ini kan cuma karena mereka ga mau naikin harga.

Pelanggan Bukan Raja, Tapi Hanya Obyek Penderita
#xlhome",Loading...,Loading...
1534736205522382848,#xlhome @xlhomeid @myXLCare mengecewakan https://t.co/45JxXvX89P,Loading...,Loading...
1534640756379463680,@xlhomeid @ShopeeID Xlhome,Loading...,Loading...
